IDs,canonical_smiles,pIC50,charge
CHEMBL5183364,Cc1ccc2c3c(ccc2c1)N(c1cccc(-c2noc(=S)[n-]2)c1)C(=O)CC(=O)N3.[Na+],5.860120913598763,0
CHEMBL5209437,CCN(CC)CC.O=C1CC(=O)N(c2cccc(-c3noc(=S)[nH]3)c2)c2cc(Br)c3ccccc3c2N1,5.021819483062586,0
CHEMBL5172632,CCN(CC)CC.Cc1ccc2c(Br)cc3c(c2c1)NC(=O)CC(=O)N3c1cccc(-c2noc(=S)[nH]2)c1,4.928117992693875,0
CHEMBL5196647,CCN(CC)CC.[N-]=[N+]=NCc1ccc2c3c(ccc2c1)N(c1cccc(-c2noc(=S)[nH]2)c1)C(=O)CC(=O)N3,4.671620396561262,0
CHEMBL5202820,CCN(CC)CC.O=C1CC(=O)N(c2cccc(-c3noc(=S)[nH]3)c2)c2cc(-c3ccccc3)c3ccccc3c2N1,4.684029654543083,0
CHEMBL5182981,CCN(CC)CC.CCc1cc2c(c3ccccc13)NC(=O)CC(=O)N2c1cccc(-c2noc(=S)[nH]2)c1,5.289882634888183,0
CHEMBL5200459,CCN(CC)CC.Cc1cc(-c2noc(=S)[nH]2)cc(N2C(=O)CC(=O)Nc3c2ccc2ccccc32)c1,4.853871964321762,0
CHEMBL5198347,CCN(CC)CC.O=C1CC(=O)N(c2cc(-c3noc(=S)[nH]3)ccn2)c2ccc3ccccc3c2N1,4.8696662315049934,0
CHEMBL5184461,CCN(CC)CC.O=C1CC(=O)N(c2cncc(-c3noc(=S)[nH]3)c2)c2ccc3ccccc3c2N1,4.835647144215563,0
CHEMBL5179436,CCN(CC)CC.O=C1CC(=O)N(c2ccnc(-c3noc(=S)[nH]3)c2)c2ccc3ccccc3c2N1,6.298432014944073,0
CHEMBL5194243,CCN(CC)CC.O=C1CC(=O)N(c2cccc(-c3noc(=S)[nH]3)n2)c2ccc3ccccc3c2N1,5.188424994129407,0
CHEMBL5197509,COc1ccc(C(=O)O[C@@H]2[C@H](OC(=O)c3ccc(OC)cc3)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]2n2cnc3c(N)ncnc32)cc1,4.0,0
CHEMBL4576110,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1F,5.559999795538785,0
CHEMBL4582937,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1N,4.0,0
CHEMBL3142844,CO[C@@H]1[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1cnc2c(N)ncnc21,4.0,0
CHEMBL4441501,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@@H]1O,4.97999981255505,0
CHEMBL1160555,O=P(O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(Cl)ncnc32)[C@H](O)[C@@H]1O,4.0,0
CHEMBL4583478,O=P(O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(S)ncnc32)[C@H](O)[C@@H]1O,4.0,0
CHEMBL1199042,CNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,4.0,0
CHEMBL5171786,CCCCNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,4.0,0
CHEMBL5202979,O=P(O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(Nc4ccccc4)ncnc32)[C@H](O)[C@@H]1O,6.0500004571400785,0
CHEMBL5170304,O=P(O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(NCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O,4.0,0
CHEMBL5200154,O=P(O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c2ncn2ccnc32)[C@H](O)[C@@H]1O,4.0,0
CHEMBL4567276,[N-]=[N+]=Nc1nc2c(N)ncnc2n1[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,4.0,0
CHEMBL5170556,O=c1[nH]c2cncnc2n1[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,4.0,0
CHEMBL5177316,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](OC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1,4.0,0
CHEMBL5183218,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](OC(=O)c2cccc3ccccc23)[C@H]1OC(=O)c1cccc2ccccc12,5.200000237109354,0
CHEMBL5174595,O=C(NC(=S)Nc1ccccc1O)C12CC3CC(CC(C3)C1)C2,5.964970717797632,0
CHEMBL5174645,O=C(NC(=S)Nc1cc(Cl)c(O)c(Cl)c1)C12CC3CC(CC(C3)C1)C2,5.892111974817201,0
CHEMBL5206955,O=C(NC(=S)Nc1cc(Br)cc(C(F)(F)F)c1)C12CC3CC(CC(C3)C1)C2,5.343901797987168,0
CHEMBL5184546,NS(=O)(=O)c1ccccc1NC(=S)NC(=O)C12CC3CC(CC(C3)C1)C2,5.37809703910877,0
CHEMBL5175938,O=C(NC(=S)Nc1cc([N+](=O)[O-])ccc1Cl)C12CC3CC(CC(C3)C1)C2,5.889410289700751,0
CHEMBL5200337,COc1ccc(NC(=S)NC(=O)C23CC4CC(CC(C4)C2)C3)cc1OC,5.4607984007058725,0
CHEMBL5172961,Cc1ccc(NC(=S)NC(=O)C23CC4CC(CC(C4)C2)C3)c(Br)c1,5.806318970458719,0
CHEMBL5181561,O=C(NC(=S)Nc1cc(Br)ccc1Br)C12CC3CC(CC(C3)C1)C2,5.078886026163319,0
CHEMBL5188202,O=C(NC(=S)Nc1cccnc1Cl)C12CC3CC(CC(C3)C1)C2,5.894830572000669,0
CHEMBL1615626,Cc1cc(/N=N/c2ccc(S(=O)(=O)O)cc2S(=O)(=O)O)c(COP(=O)(O)O)c(C=O)c1O,5.279840696594043,0
CHEMBL3040216,CC1=CCC(C(=O)/N=C2\CC=C(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c32)=C/C1=N/C(=O)C1=CC=C/C(=N\C(=O)/N=C2\C=CC=C(C(=O)/N=C3/CC(C(=O)/N=C4\CC=C(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c54)=CC=C3C)C2)C1,5.248720896016658,0
CHEMBL5204261,CC(C)c1ccc(NC(=S)NC(=O)C23CC4CC(CC(C4)C2)C3)c(Br)c1,7.3979400086720375,0
CHEMBL5188664,CC(=O)N(c1ccn2nccc2c1)c1cc(NC(=O)Cc2c(Cl)cccc2Cl)ccn1,6.804100347590766,0
CHEMBL5204109,CC(=O)N(c1cc(NC(=O)Cc2c(Cl)cccc2Cl)ccn1)c1ccncc1F,6.767003889607846,0
CHEMBL5208843,CC(=O)N(c1ccc2ncoc2c1)c1cc(NC(=O)Cc2c(Cl)cccc2Cl)ccn1,6.85078088734462,0
CHEMBL5208382,CC(=O)N(c1ccc2ncoc2c1)c1cc(NC(=O)Cc2cccc(F)c2Cl)ccn1,6.844663962534939,0
CHEMBL5178725,CC(=O)N(c1ccc2ncoc2c1)c1cc(NC(=O)Cc2ccccc2Cl)ccn1,6.774690718274137,0
CHEMBL5180532,CC(=O)N(c1ccc2ncsc2c1)c1cc(NC(=O)Cc2ccccc2Cl)ccn1,6.847711655616943,0
CHEMBL5191762,O=C(NC(=S)Nc1ccccc1O)c1ccc2c(c1)OCO2,5.664742743565468,0
CHEMBL5186938,O=C(NC(=S)Nc1ccc(O)cc1)c1ccc2c(c1)OCO2,5.8395314688809625,0
CHEMBL5194724,NS(=O)(=O)c1cccc(NC(=S)NC(=O)c2ccc3c(c2)OCO3)c1,5.66334017654558,0
CHEMBL5174305,NS(=O)(=O)c1ccc(CCNC(=S)NC(=O)c2ccc3c(c2)OCO3)cc1,5.977159389123472,0
CHEMBL5172890,O=C(NC(=S)Nc1cc(Br)cc(C(F)(F)F)c1)c1ccc2c(c1)OCO2,4.739928612014925,0
CHEMBL5200114,O=C(NC(=S)Nc1c(Br)ccc(C(F)(F)F)c1Br)c1ccc2c(c1)OCO2,7.259637310505756,0
CHEMBL5184613,O=C(NC(=S)Nc1cc(Cl)c(O)c(Cl)c1)c1ccc2c(c1)OCO2,5.116679321617025,0
CHEMBL5173949,COc1ccccc1NC(=S)NC(=O)c1ccc2c(c1)OCO2,5.435097327470795,0
CHEMBL5208562,O=C(NC(=S)Nc1ccc([N+](=O)[O-])cc1)c1ccc2c(c1)OCO2,5.424465781680135,0
CHEMBL5177180,O=C(NC(=S)Nc1ccc(Br)cc1)c1ccc2c(c1)OCO2,4.8458804744841535,0
CHEMBL5191639,Cc1cc(Br)ccc1NC(=S)NC(=O)c1ccc2c(c1)OCO2,4.8458804744841535,0
CHEMBL5206892,CC(C)c1ccc(NC(=S)NC(=O)c2ccc3c(c2)OCO3)c(Br)c1,7.4089353929735005,0
CHEMBL5205239,O=C(NC(=S)Nc1cccnc1Cl)c1ccc2c(c1)OCO2,6.029188389127483,0
CHEMBL5178892,O=C(NC(=S)Nc1cccc2cccnc12)c1ccc2c(c1)OCO2,6.041914151478915,0
723353,COc1ccccc1Cc1nnnn1-c1ccc(N2C(=O)CC(=O)Nc3c2ccc2ccccc32)cc1,7.6020599913279625,0
723354,O=C1CC(=O)N(c2ccc(-n3nnnc3Cc3ccccc3O)cc2)c2ccc3ccccc3c2N1,7.431798275933005,0
723393,O=C1CC(=O)N(c2ccc(-n3ccnc3CCc3cccc(F)c3)cc2)c2ccc3c(c2N1)CCC3,7.4089353929735005,0
723356,O=C1CC(=O)N(c2ccc(-n3nnnc3CCc3ccccc3)cc2)c2ccc3ccccc3c2N1,7.356547323513813,0
723366,O=C1CC(=O)N(c2ccc(-n3ccnc3CCc3cccc(F)c3)cc2)c2ccc3ccccc3c2N1,7.292429823902063,0
723373,O=C1CC(=O)N(c2ccc(-n3ccnc3CCc3cccc(O)c3)cc2)c2ccc3ccccc3c2N1,7.275724130399211,0
723386,O=C1CC(=O)N(c2ccc(-n3ccnc3CCc3ccccc3F)cc2)c2ccc3c(c2N1)CCC3,7.275724130399211,0
723381,COc1cccc(CCc2nccn2-c2ccc(N3C(=O)CC(=O)Nc4c3ccc3c4CCC3)cc2)c1,7.130768280269024,0
723357,O=C1CC(=O)N(c2ccc(-n3nnnc3Cc3ccccc3O)nc2)c2ccc3ccccc3c2N1,7.113509274827519,0
723364,O=C1CC(=O)N(c2ccc(-c3nccn3CCc3cccc(O)c3)cc2)c2ccc3ccccc3c2N1,7.107905397309519,0
723359,O=C1CC(=O)N(c2ccc(-n3ccnc3CCc3ccccc3)cc2)c2ccc3ccccc3c2N1,7.107905397309519,0
723368,Cc1cccc(C)c1CCc1nccn1-c1ccc(N2C(=O)CC(=O)Nc3c2ccc2ccccc32)cc1,7.102372908709558,0
723363,COc1cccc(CCn2ccnc2-c2ccc(N3C(=O)CC(=O)Nc4c3ccc3ccccc43)cc2)c1,7.086186147616283,0
723395,COc1c(F)cccc1CCc1nccn1-c1ccc(N2C(=O)CC(=O)Nc3c2ccc2ccccc32)cc1,7.060480747381382,0
723382,O=C1CC(=O)N(c2ccc(-n3ccnc3CCc3ccsc3)cc2)c2ccc3ccccc3c2N1,7.055517327849832,0
723361,O=C1CC(=O)N(c2ccc(-c3nccn3CCc3ccccc3)cc2)c2ccc3ccccc3c2N1,7.040958607678906,0
723372,COc1cccc(CCc2nccn2-c2ccc(N3C(=O)CC(=O)Nc4c3ccc3ccccc43)cc2)c1,7.036212172654444,0
723374,CN(C)c1ccccc1Cc1nnnn1-c1ccc(N2C(=O)CC(=O)Nc3c2ccc2ccccc32)cc1,7.026872146400302,0
723380,NC(=O)c1cccc(CCc2nccn2-c2ccc(N3C(=O)CC(=O)Nc4c3ccc3ccccc43)cc2)c1,6.886056647693163,0
723384,O=C1CC(=O)N(c2ccc(-c3nccn3CCc3ccccc3)c(O)c2)c2ccc3ccccc3c2N1,6.886056647693163,0
723367,COc1ccccc1CCc1nccn1-c1ccc(N2C(=O)CC(=O)Nc3c2ccc2ccccc32)cc1,6.7447274948966935,0
723378,N#Cc1ccccc1CCc1nccn1-c1ccc(N2C(=O)CC(=O)Nc3c2ccc2ccccc32)cc1,6.721246399047171,0
723365,Cc1cccc(CCc2nnnn2-c2ccc(N3C(=O)CC(=O)Nc4c3ccc3ccccc43)cc2)n1,6.568636235841013,0
723362,O=C1CC(=O)N(c2ccc(-c3nccn3Cc3ccc(Cl)cc3)cc2)c2ccc3ccccc3c2N1,6.522878745280337,0
723391,O=C1CC(=O)N(c2ccc(-c3cn(CCc4ccccc4)cn3)cc2)c2ccc3ccccc3c2N1,6.494850021680094,0
723358,COc1ccccc1Cc1nnnn1-c1ccc(C2=NCC(=O)Nc3c2ccc2ccccc32)cc1,6.494850021680094,0
723379,NC(=O)c1ccccc1CCc1nccn1-c1ccc(N2C(=O)CC(=O)Nc3c2ccc2ccccc32)cc1,6.468521082957745,0
723355,O=C1CC(=O)N(c2ccc(-n3nnnc3CCc3cccnc3)cc2)c2ccc3ccccc3c2N1,6.42021640338319,0
786730,O=C1CC(=O)N(c2ccc(NCc3ccccc3I)cc2)c2ccc3ccccc3c2N1,6.366531544420414,0
786734,O=C1CN=C(c2ccc(NS(=O)(=O)Cc3ccccc3Cl)cc2)c2ccc3ccccc3c2N1,6.356547323513813,0
723383,COc1cc(N2C(=O)CC(=O)Nc3c2ccc2ccccc32)ccc1-c1nccn1CCc1ccccc1,6.2839966563652006,0
786728,O=C(Cc1ccccc1Cl)Nc1ccc(N2C(=O)CC(=O)Nc3c2ccc2ccccc32)cc1,6.267606240177032,0
723385,O=C1CC(=O)N(c2ccc(-n3ccnc3CCc3ccco3)cc2)c2ccc3ccccc3c2N1,6.259637310505756,0
723369,O=C1CC(=O)N(c2ccc(-n3ccnc3CCc3cccc(C(F)(F)F)c3)cc2)c2ccc3ccccc3c2N1,6.259637310505756,0
723377,NC(=O)c1ccccc1Cn1ccnc1-c1ccc(N2C(=O)CC(=O)Nc3c2ccc2ccccc32)cc1,6.229147988357856,0
723389,O=C1CC(=O)N(c2ccc(-n3ccnc3CCc3ccccn3)cc2)c2ccc3ccccc3c2N1,6.229147988357856,0
723370,O=C1CN=C(c2ccc(-n3nnnc3CCc3ccccc3)cc2)c2ccc3ccccc3c2N1,6.200659450546419,0
723371,O=C1CN=C(c2ccc(-n3ccnc3CCc3ccccc3)cc2)c2ccc3ccccc3c2N1,6.187086643357144,0
723387,O=C1CC(=O)N(c2ccc(-n3ccnc3COc3ccccc3)cc2)c2ccc3ccccc3c2N1,6.102372908709558,0
786733,CN(c1ccc(N2C(=O)CC(=O)Nc3c2ccc2c3CCCC2)cc1)S(=O)(=O)Cc1ccccc1Cl,6.013228265733755,0
786729,O=C1CC(=O)N(c2ccc(NC(=O)Nc3ccccc3)cc2)c2ccc3ccccc3c2N1,5.920818753952375,0
723394,O=C1CC(=O)N(c2ccc(-n3ccnc3CNc3ccccc3)cc2)c2ccc3ccccc3c2N1,5.886056647693163,0
723376,COc1ccccc1-c1nccn1-c1ccc(N2C(=O)CC(=O)Nc3c2ccc2ccccc32)cc1,5.769551078621726,0
786731,O=C(Cc1ccccc1I)Nc1ccc(N2C(=O)CC(=O)NC3C4CCCCC4CCC32)cc1,5.7447274948966935,0
723392,CC1(C)CN(c2ccc(N3C(=O)CC(=O)Nc4c3ccc3ccccc43)cc2)C(CCc2ccccc2)=N1,5.6020599913279625,0
723390,O=C1CC(=O)N(c2ccc(-c3nc[nH]c3-c3ccccc3)cc2)c2ccc3ccccc3c2N1,5.468521082957745,0
723375,O=C1CC(=O)N(c2ccc(-n3ccnc3-c3ccccc3)cc2)c2ccc3ccccc3c2N1,5.431798275933005,0
723360,Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,5.3979400086720375,0
723388,CC(C)(Cc1nnnn1-c1ccc(N2C(=O)CC(=O)Nc3c2ccc2ccccc32)cc1)c1ccccn1,5.267606240177032,0
51089276,N=C1Cc2ccccc2N(C(N)=O)c2ccccc21,5.0,0
50973501,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C2OC3(OC21)C([N+](=O)[O-])=C[C-]([N+](=O)[O-])C=C3[N+](=O)[O-],4.818156412055227,-1
50185374,Cc1nc(N=Nc2ccc(S(=O)(=O)O)cc2S(=O)(=O)O)c(COP(=O)(O)O)c(C=O)c1O,4.560667306169737,0
51089277,CN=C1Cc2ccccc2N(C(N)=O)c2ccccc21,4.432973633840939,0
11636756,C1=CC(=CC(=C1)NC(=O)NC2=CC=CC(=C2)C(=O)NC3=C(C=CC(=C3)C(=O)NC4=C5C(=CC(=CC5=C(C=C4)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])F)C(=O)NC6=C(C=CC(=C6)C(=O)NC7=C8C(=CC(=CC8=C(C=C7)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])F.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],6.0,0
71457339,C1=CC=C2C(=C1)N(C3=CC=CC=C3O2)C(=O)C4=CC=C(C=C4)Cl,5.276544327964814,0
2320735,CC1=CC=C(C=C1)S(=O)(=O)N2C3=CC=CC=C3OC4=CC=CC=C42,5.860120913598763,0
71457337,C1=CC=C(C=C1)CCNC(=O)N2C3=CC=CC=C3OC4=CC=CC=C42,5.749579997691106,0
71459185,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(C4=CC=CC=C42)(C5=CC=CC=C5)O,5.61261017366127,0
71462708,C1=CC=C2C(=C1)N(C3=CC=CC=C3O2)C(=O)OCC4=CC=C(C=C4)Cl,5.991399828238083,0
60168729,C1=CC=C(C=C1)COC(=O)N2C3=CC=CC=C3OC4=CC=CC=C42,6.723538195826756,0
71459189,CCCN(CCC)C(=O)N1C2=CC=CC=C2OC3=CC=CC=C31,5.570247719997592,0
71455545,C1=CC=C(C=C1)CCOC(=O)N2C3=CC=CC=C3OC4=CC=CC=C42,5.405607449624573,0
20438947,C1=CC=C(C=C1)C(=O)N2C3=CC=CC=C3OC4=CC=CC=C42,5.386158178123931,0
71450181,COC1=CC=C(C=C1)COC(=O)N2C3=CC=CC=C3OC4=CC=CC=C42,5.578396073130169,0
43815,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,5.728158393463501,0
71450180,CC1=CC=C(C=C1)COC(=O)N2C3=CC=CC=C3OC4=CC=CC=C42,5.642065152999546,0
71462707,CC(C)OC(=O)N1C2=CC=CC=C2OC3=CC=CC=C31,5.628932137728264,0
148882,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=O)C4=CC=CC=C42,5.224025668870631,0
13644344,C1=CC=C2C(=C1)N(C3=CC=CC=C3O2)C(=O)C4=CC=C(C=C4)[N+](=O)[O-],5.367542707815276,0
9841560,C1C(=O)NC2=C(C(=N1)C3=CC(=CC=C3)Br)OC4=CC=CC=C42,6.301029995663981,0
71455548,CC1CCC(C(C1)OCC(=O)NC2=CC=CC=C2O)C(C)C,5.4698003017969175,0
10882078,C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3N2CC4=CC=C(C=C4)[N+](=O)[O-],5.603800652904264,0
71462710,C1=CC=C2C(=C1)N(C3=CC=CC=C3O2)C(=O)NCC4=CC=C(C=C4)Cl,5.020451625295905,0
76324694,CCCN(CCC)C(=O)N1C2=CC=CC=C2C=CC3=CC=CC=C31,5.1090204030103115,0
76310107,C1=CC=C(C=C1)COC(=O)N2C3=CC=CC=C3C=CC4=CC=CC=C42,5.220403508742176,0
73669299,CC(C)N(C(C)C)C(=O)N1C2=CC=CC=C2C=CC3=CC=CC=C31,5.46344155742847,0
124125296,C1=CC(=CC(=C1)Cl)OC2=C(C=C(C=C2)NC(=O)CC3=C(C=CC=C3Cl)F)S(=O)(=O)N,8.045757490560675,0
124125420,C1=CC=C(C=C1)COC2=C(C=C(C=C2)NC(=O)CC3=CC=CC=C3Cl)S(=O)(=O)N,8.698970004336019,0
124125341,CC1=CC=CC=C1CC(=O)NC2=CC(=C(C=C2)OC3=CC(=CC=C3)Cl)S(=O)(=O)N,8.0,0
154731051,C1C(=O)NC2=C(C=CC3=CC=CC=C32)N(C1=O)C4=CC=CC(=C4)C5=NOC(=S)[N-]5.[Na+],6.585026652029182,0
155530831,C1C(=O)NC2=C(C=CC3=CC=CC=C32)N(C1=O)C4=CC=C(C=C4)NC(=O)CC5=CC=CC=C5I,6.366531544420414,0
124125214,C1=CC=C(C=C1)CC(=O)NC2=CC(=C(C=C2)OC3=CC(=CC=C3)Cl)S(=O)(=O)N,6.494850021680094,0
2810999,CC(C)C1=CC(=C(C(=C1)Br)NC(=O)NC2=CN=CC=C2)Br,6.107905397309519,0
136962942,CC1=C(C2=C(C3=CC=CC=C3N2)NC1=O)C4=CC(=CC=C4)C5=NNN=N5,7.0,0
71657162,C1C(=O)NC2=C(C=CC3=CC=CC=C32)N(C1=O)C4=CC=C(C=C4)NS(=O)(=O)CC5=CC=CC=C5Cl,7.267606240177032,0
124125544,C1=CC=C(C(=C1)CC(=O)NC2=CC(=C(C=C2)OC3=CN=C(N=C3)Cl)S(=O)(=O)N)Cl,5.597222930389653,0
124125466,CC(C)(C1=CC=C(C=C1)OC2=C(C=C(C=C2)NC(=O)CC3=CC=CC=C3Cl)S(=O)(=O)N)O,6.424812155072339,0
124125239,C1=CC=C(C=C1)OC2=C(C=C(C=C2)NC(=O)CC3=CC=CC=C3Cl)S(=O)(=O)N,8.0,0
124125475,CC1=CC(=CC=C1)CC(=O)NC2=CC(=C(C=C2)OC3=CC(=CC=C3)Cl)S(=O)(=O)N,7.2839966563652006,0
124125553,C1=CC(=CC(=C1)Cl)OC2=C(C=C(C=C2)NC(=O)CC3=CC=C(C=C3)C(F)(F)F)S(=O)(=O)N,5.764976840504777,0
124125335,C1=CC=C(C(=C1)CC(=O)NC2=CC(=C(C=C2)OC3=CC(=CC=C3)Cl)S(=O)(=O)N)F,7.119186407719209,0
124125305,C1COCC(=O)N1C2=CC=C(C=C2)OC3=C(C=C(C=C3)NC(=O)CC4=CC=CC=C4Cl)S(=O)(=O)N,5.774432286560529,0
124125238,C1COCCC1COC2=C(C=C(C=C2)NC(=O)CC3=C(C(=CC=C3)F)Cl)S(=O)(=O)N,7.431798275933005,0
124125229,COC1=CC(=CC=C1)OC2=C(C=C(C=C2)NC(=O)CC3=CC=CC=C3Cl)S(=O)(=O)N,8.096910013008056,0
124125284,C1=CC=C(C(=C1)CC(=O)NC2=CC(=C(C=C2)OC3=CC=CC(=C3)N4C=NN=C4)S(=O)(=O)N)Cl,7.173925197299174,0
124125282,CN1C=C(C=N1)OC2=C(C=C(C=C2)NC(=O)CC3=CC=CC=C3Cl)S(=O)(=O)N,6.732828271596986,0
124125495,C1=CC(=CC(=C1)Cl)OC2=C(C=C(C=C2)NC(=O)CC3=C(C=CC=C3Cl)Cl)S(=O)(=O)N,7.823908740944319,0
124125308,C1COCCC1COC2=C(C=C(C=C2)NC(=O)CC3=CC=CC=C3Cl)S(=O)(=O)N,6.856985199745905,0
124125268,C1=CC(=CC(=C1)Cl)OC2=C(C=C(C=C2)NC(=O)CC3=CC=C(C=C3)Cl)S(=O)(=O)N,6.462180904926726,0
124125537,COC1=CC=CC=C1CC(=O)NC2=CC(=C(C=C2)OC3=CC(=CC=C3)Cl)S(=O)(=O)N,8.698970004336019,0
124125309,CC(C)(C1=CC(=CC=C1)OC2=C(C=C(C=C2)NC(=O)CC3=CC=CC=C3Cl)S(=O)(=O)N)O,6.324221658325915,0
124125445,C1CC(C1)COC2=C(C=C(C=C2)NC(=O)CC3=CC=CC=C3Cl)S(=O)(=O)N,8.301029995663981,0
124125228,C1COCC(=O)N1C2=CC(=CC=C2)OC3=C(C=C(C=C3)NC(=O)CC4=CC=CC=C4Cl)S(=O)(=O)N,6.787812395596042,0
124125301,C1COCCN1C(=O)C2=CC(=CC=C2)OC3=C(C=C(C=C3)NC(=O)CC4=CC=CC=C4Cl)S(=O)(=O)N,7.346787486224656,0
124125463,C1=CC=C(C(=C1)CC(=O)NC2=CC(=C(C=C2)OC3=CC(=CC=C3)Cl)S(=O)(=O)N)Cl,7.036212172654444,0
124125480,C1COC1COC2=C(C=C(C=C2)NC(=O)CC3=CC=CC=C3Cl)S(=O)(=O)N,6.105683937315562,0
124125460,C1=CC=C(C(=C1)CC(=O)NC2=CC(=C(C=C2)OC3=CC(=CN=C3)Cl)S(=O)(=O)N)Cl,7.568636235841013,0
124125383,C1=CC(=CC(=C1)Cl)OC2=C(C=C(C=C2)NC(=O)CC3=CC=C(C=C3)F)S(=O)(=O)N,6.570247719997592,0
124125230,CC(C1=CC=CC=C1)C(=O)NC2=CC(=C(C=C2)OC3=CC(=CC=C3)Cl)S(=O)(=O)N,5.905878404159439,0
